year,birth_country,race,sex,family_size,age_1stchild,evpoverty,income,networth,empstatus
1992,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","Yes",10000,21000,"1: EMPLOYED"
1992,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",31000,20300,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",28000,21000,"1: EMPLOYED"
1994,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",29000,16100,"1: EMPLOYED"
1996,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",29000,42250,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",18000,492,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",16000,300,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",20000,2000,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",24000,1200,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",27000,900,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",32000,-400,"1: EMPLOYED"
1992,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",15000,-22000,"1: EMPLOYED"
1994,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",16073,33000,"1: EMPLOYED"
1996,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",20000,-16000,"1: EMPLOYED"
1998,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",17500,-500,"1: EMPLOYED"
1992,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",35000,7700,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",41000,6100,"1: EMPLOYED"
1994,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",50500,17050,"1: EMPLOYED"
1996,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",55500,75400,"1: EMPLOYED"
1998,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",55000,1664130,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",14847,5600,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",15500,4500,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",18500,19170,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",20000,15200,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",21000,-127900,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",22800,23000,"1: EMPLOYED"
1992,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",26000,74000,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",34000,-9800,"1: EMPLOYED"
1994,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",33490,-4100,"1: EMPLOYED"
1996,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",30000,76700,"1: EMPLOYED"
1998,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",41000,74000,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",28000,182514,"1: EMPLOYED"
1992,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",27000,911172,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",29000,230011,"1: EMPLOYED"
1994,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",29000,252503,"1: EMPLOYED"
1996,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",30000,1291210,"1: EMPLOYED"
1998,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",42000,-1,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",21000,4700,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",23000,6133,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",24000,13000,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",24000,1000,"1: EMPLOYED"
1992,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",25000,9000,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",-1,-1,"1: EMPLOYED"
1994,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",27000,26500,"1: EMPLOYED"
1996,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",27000,59500,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",16542,29954,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",18050,26058,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",12561,19900,"1: EMPLOYED"
1992,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",24200,15300,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",24200,16400,"1: EMPLOYED"
1994,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",26200,24100,"1: EMPLOYED"
1996,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",27000,7500,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",22000,16500,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",23000,22000,"1: EMPLOYED"
1996,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",53000,116000,"1: EMPLOYED"
1998,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",62000,241000,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",19200,3600,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",20000,3600,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",22900,4500,"1: EMPLOYED"
1992,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",25000,10400,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",27000,13500,"1: EMPLOYED"
1994,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",28000,31600,"1: EMPLOYED"
1996,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",35000,44700,"1: EMPLOYED"
1998,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",37000,79000,"1: EMPLOYED"
1994,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",33000,120800,"1: EMPLOYED"
1998,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",33000,610000,"1: EMPLOYED"
1998,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",36000,40076,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",13100,266045,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",17200,54000,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",18000,111000,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",23000,126000,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",29500,136500,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",32000,126000,"1: EMPLOYED"
1998,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",55000,405000,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",33000,52000,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",40000,31000,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",49000,-2400,"1: EMPLOYED"
1992,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",40000,12000,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",20000,68000,"1: EMPLOYED"
1992,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",20000,39500,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",32000,1500,"1: EMPLOYED"
1992,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",42000,28500,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",50000,5000,"1: EMPLOYED"
1994,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",-2,328833,"1: EMPLOYED"
1996,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",30000,23500,"1: EMPLOYED"
1998,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",55000,116000,"1: EMPLOYED"
1996,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",15000,96000,"1: EMPLOYED"
1998,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",15500,132000,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",10000,-9975,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",13300,-7800,"1: EMPLOYED"
1998,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",20200,69500,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",30000,41500,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",27500,65825,"1: EMPLOYED"
1992,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",37500,137300,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",37500,-1,"1: EMPLOYED"
1994,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",38000,99966,"1: EMPLOYED"
1998,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",51000,229000,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",13500,3500,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",15144,8680,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",18500,9200,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",20500,7500,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",26700,109000,"1: EMPLOYED"
1994,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",28000,99500,"1: EMPLOYED"
1996,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",35000,98500,"1: EMPLOYED"
1998,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",48000,176000,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",30000,39000,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",10000,2560,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",12000,1400,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",12000,3700,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",9000,6000,"1: EMPLOYED"
1992,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",15000,14800,"1: EMPLOYED"
1994,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",12000,22300,"1: EMPLOYED"
1998,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",12000,6000,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",21000,51000,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",24500,156500,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",28000,165000,"1: EMPLOYED"
1992,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",37000,201000,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",39000,195000,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",25000,104100,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",21000,145200,"1: EMPLOYED"
1992,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",30000,93000,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",27000,56500,"1: EMPLOYED"
1994,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",27000,89300,"1: EMPLOYED"
1996,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",25000,73000,"1: EMPLOYED"
1998,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",35000,118000,"1: EMPLOYED"
1994,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",25000,110,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",35000,41200,"1: EMPLOYED"
1992,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",36000,44280,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",40000,39500,"1: EMPLOYED"
1994,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",38000,69500,"1: EMPLOYED"
1996,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",45000,53700,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",22000,4000,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",21000,3500,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",23000,12971,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",29000,31000,"1: EMPLOYED"
1992,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",35700,72000,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",33000,100000,"1: EMPLOYED"
1994,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",28000,143248,"1: EMPLOYED"
1996,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",28000,138519,"1: EMPLOYED"
1998,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",33800,186881,"1: EMPLOYED"
1998,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",95000,450000,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",39389,21400,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",13000,10550,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",13200,11700,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",16000,4200,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",19000,2800,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",59387,72200,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",28000,4000,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",34000,24800,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",33000,59343,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",32000,49700,"1: EMPLOYED"
1994,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",35000,51800,"1: EMPLOYED"
1998,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",97000,32680,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",-1,23439,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",42000,31900,"1: EMPLOYED"
1992,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",90325,35400,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",63000,43000,"1: EMPLOYED"
1994,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",58000,81000,"1: EMPLOYED"
1998,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",70000,477415,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",9000,600,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",17000,2500,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",15000,1000,"1: EMPLOYED"
1992,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",25000,30000,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",20000,3000,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",14000,2750,"1: EMPLOYED"
1992,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",18000,4000,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",18000,-3850,"1: EMPLOYED"
1994,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",18000,10800,"1: EMPLOYED"
1998,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",32000,6800,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",18000,46500,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",18000,42892,"1: EMPLOYED"
1992,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",24000,73000,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",23000,71000,"1: EMPLOYED"
1994,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",22000,89000,"1: EMPLOYED"
1996,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",31000,129200,"1: EMPLOYED"
1998,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",55000,459000,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",22000,40000,"1: EMPLOYED"
1994,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",23600,45500,"1: EMPLOYED"
1996,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",24800,36700,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",12250,115,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",12500,26000,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",13500,7500,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",13000,7900,"1: EMPLOYED"
1994,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",40000,338000,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",25000,29300,"1: EMPLOYED"
1998,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",45000,140000,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",15100,10400,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",15400,12650,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",14600,4000,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",15500,17749,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",16000,34500,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",18000,59700,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",18000,26500,"1: EMPLOYED"
1994,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",22500,2167,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",5000,25725,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",13000,34000,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",15000,48500,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",29000,175000,"1: EMPLOYED"
1994,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",32000,196500,"1: EMPLOYED"
1996,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",36000,285750,"1: EMPLOYED"
1998,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",43000,300000,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",12000,7200,"1: EMPLOYED"
1994,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",11000,9200,"1: EMPLOYED"
1996,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",2,"No children yet","No",-1,10200,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",18500,6150,"1: EMPLOYED"
1988,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",21000,28625,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",27000,10200,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",25000,11250,"1: EMPLOYED"
1992,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",2,"No children yet","No",28500,911172,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",20000,2500,"1: EMPLOYED"
1989,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",14000,8400,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",24000,33900,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","Yes",4300,5100,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","Yes",8840,1900,"1: EMPLOYED"
1992,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","",45000,111000,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",12000,2000,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",13000,5000,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",23000,9500,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",29900,17200,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",31000,25200,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",20000,11600,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",21200,76000,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",7000,10,"1: EMPLOYED"
1990,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",29000,178600,"1: EMPLOYED"
1993,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",45000,879153,"1: EMPLOYED"
1996,"IN THE US","NON-BLACK, NON-HISPANIC","FEMALE",3,"No children yet","No",47000,311000,"1: EMPLOYED"
1985,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",20000,100,"1: EMPLOYED"
1986,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",22500,29600,"1: EMPLOYED"
1987,"IN THE US","NON-BLACK, NON-HISPANIC","MALE",3,"No children yet","No",12000,6500,"1: EMPLOYED"
