name,city,predominantdegree,highestdegreegranted,meanearnings7yrs,meanearnings8yrs,meanearnings9yrs,year,undergraduateenrollment
"Niagara County Community College","Sanborn","Associate's degree","Predominantly associate's-degree granting",30800,,32900,2011,5964
"Normandale Community College","Bloomington","Associate's degree","Predominantly associate's-degree granting",35300,,38100,2011,9372
"North Central Michigan College","Petoskey","Associate's degree","Predominantly associate's-degree granting",25800,,28100,2011,2786
"North Central Missouri College","Trenton","Associate's degree","Predominantly associate's-degree granting",28300,,29600,2011,1345
"North Central State College","Mansfield","Associate's degree","Predominantly associate's-degree granting",27200,,28400,2011,3236
"North Central Texas College","Gainesville","Associate's degree","Predominantly associate's-degree granting",32300,,35500,2011,4496
"North Country Community College","Saranac Lake","Associate's degree","Predominantly associate's-degree granting",28500,,30400,2011,1212
"North Dakota State College of Science","Wahpeton","Associate's degree","Predominantly associate's-degree granting",39200,,43200,2011,2833
"North Idaho College","Coeur d'Alene","Associate's degree","Predominantly associate's-degree granting",28600,,31200,2011,5418
"North Iowa Area Community College","Mason City","Associate's degree","Predominantly associate's-degree granting",29700,,32200,2011,3631
"North Lake College","Irving","Associate's degree","Predominantly associate's-degree granting",34400,,37700,2011,9246
"North Shore Community College","Danvers","Associate's degree","Predominantly associate's-degree granting",31100,,32000,2011,7326
"NorthWest Arkansas Community College","Bentonville","Associate's degree","Predominantly associate's-degree granting",31300,,34000,2011,6967
"Northampton County Area Community College","Bethlehem","Associate's degree","Predominantly associate's-degree granting",30700,,34900,2011,11081
"Northeast Alabama Community College","Rainsville","Associate's degree","Predominantly associate's-degree granting",27100,,30600,2011,3014
"Northeast Community College","Norfolk","Associate's degree","Predominantly associate's-degree granting",33000,,34700,2011,2906
"Minnesota School of Business-Blaine","Blaine","Associate's degree","Predominantly bachelor's-degree granting",31300,,36100,2011,974
"Minnesota School of Business-Brooklyn Center","Brooklyn Center","Associate's degree","Predominantly bachelor's-degree granting",31300,,36100,2011,603
"Minnesota School of Business-Elk River","Elk River","Associate's degree","Predominantly bachelor's-degree granting",31300,,36100,2011,526
"Minnesota School of Business-Moorhead","Moorhead","Associate's degree","Predominantly bachelor's-degree granting",31300,,36100,2011,314
"Minnesota School of Business-Plymouth","Plymouth","Associate's degree","Predominantly bachelor's-degree granting",31300,,36100,2011,472
"Minnesota School of Business-Richfield","Richfield","Associate's degree","Entirely graduate-degree granting",31300,,36100,2011,1636
"Minnesota School of Business-Rochester","Rochester","Associate's degree","Predominantly bachelor's-degree granting",31300,,36100,2011,639
"Minnesota School of Business-Shakopee","Shakopee","Associate's degree","Predominantly bachelor's-degree granting",31300,,36100,2011,374
"Minnesota School of Business-Waite Park","Waite Park","Associate's degree","Predominantly bachelor's-degree granting",31300,,36100,2011,897
"Monroe College","Bronx","Associate's degree","Entirely graduate-degree granting",29000,,31000,2011,4190
"Morrisville State College","Morrisville","Associate's degree","Predominantly bachelor's-degree granting",30400,,33500,2011,3305
"Mount Washington College","Manchester","Associate's degree","Predominantly bachelor's-degree granting",29900,,33300,2011,4126
"National American University-Bloomington","Bloomington","Associate's degree","Predominantly bachelor's-degree granting",36200,,41600,2011,569
"National American University-Denver","Denver","Associate's degree","Predominantly bachelor's-degree granting",36200,,41600,2011,440
"National American University-Roseville","Roseville","Associate's degree","Predominantly bachelor's-degree granting",36200,,41600,2011,524
"National American University-Sioux Falls","SIOUX FALLS","Associate's degree","Predominantly bachelor's-degree granting",36200,,41600,2011,802
"National American University-Zona Rosa","Kansas City","Associate's degree","Predominantly bachelor's-degree granting",36200,,41600,2011,508
"National College-Willoughby Hills","Willoughby Hills","Associate's degree","Not classified",22100,,21300,2011,69
"National University College-Arecibo","Arecibo","Associate's degree","Predominantly bachelor's-degree granting",17700,,18800,2011,1781
"National University College-Bayamon","Bayamon","Associate's degree","Predominantly bachelor's-degree granting",17700,,18800,2011,2988
"National University College-Ponce","Ponce","Associate's degree","Predominantly bachelor's-degree granting",17700,,18800,2011,677
"National University College-Rio Grande","Rio Grande","Associate's degree","Predominantly bachelor's-degree granting",17700,,18800,2011,1552
"New England Culinary Institute","Montpelier","Associate's degree","Predominantly bachelor's-degree granting",32900,,37000,2011,615
"New England Institute of Technology","East Greenwich","Associate's degree","Predominantly bachelor's-degree granting",35800,,40500,2011,3258
"New York College of Health Professions","Syosset","Associate's degree","Entirely graduate-degree granting",33200,,33200,2011,706
"New York School of Interior Design","NEW YORK","Associate's degree","Entirely graduate-degree granting",40300,,52100,2011,527
"Minnesota State College-Southeast Technical","Winona","Certificate degree","Predominantly associate's-degree granting",30500,,33300,2011,2352
"Minnesota West Community and Technical College","Granite Falls","Certificate degree","Predominantly associate's-degree granting",33400,,34300,2011,2485
"Missouri College","Brentwood","Certificate degree","Predominantly bachelor's-degree granting",21400,,27200,2011,1050
"Missouri Tech","Saint Charles","Certificate degree","Predominantly bachelor's-degree granting",35800,,39900,2011,142
"Mitchell Technical Institute","Mitchell","Certificate degree","Predominantly associate's-degree granting",37800,,41600,2011,1074
"Mohave Community College","Kingman","Certificate degree","Predominantly associate's-degree granting",30000,,29500,2011,6051
"Montgomery Community College","Troy","Certificate degree","Predominantly associate's-degree granting",24200,,24200,2011,728
"Moraine Park Technical College","Fond du Lac","Certificate degree","Predominantly associate's-degree granting",34100,,35300,2011,4154
"Morgan Community College","Fort  Morgan","Certificate degree","Predominantly associate's-degree granting",29600,,33100,2011,1019
"Moultrie Technical College","Moultrie","Certificate degree","Predominantly associate's-degree granting",20900,,24500,2011,2044
"Mountain Empire Community College","Big Stone Gap","Certificate degree","Predominantly associate's-degree granting",24700,,25800,2011,2318
"Musicians Institute","Hollywood","Certificate degree","Predominantly bachelor's-degree granting",30800,,29500,2011,1234
"National American University-Overland Park","Overland Park","Certificate degree","Predominantly bachelor's-degree granting",36200,,41600,2011,465
"National University of Health Sciences","Lombard","Certificate degree","Entirely graduate-degree granting",39300,,54800,2011,70
"Navajo Technical University","Crownpoint","Certificate degree","Predominantly associate's-degree granting",17900,,20900,2011,973
"Nebraska Indian Community College","Macy","Certificate degree","Predominantly associate's-degree granting",17300,,18200,2011,177
"New Castle School of Trades","New Castle","Certificate degree","Predominantly associate's-degree granting",30500,,30600,2011,835
"New Mexico State University-Grants","Grants","Certificate degree","Predominantly associate's-degree granting",33400,,37100,2011,1468
"New York Career Institute","NEW YORK","Certificate degree","Predominantly associate's-degree granting",34700,,37000,2011,744
"Nicolet Area Technical College","Rhinelander","Certificate degree","Predominantly associate's-degree granting",27700,,28200,2011,1300
"North Arkansas College","Harrison","Certificate degree","Predominantly associate's-degree granting",25100,,26900,2011,2119
"North Central Kansas Technical College","Beloit","Certificate degree","Predominantly associate's-degree granting",34500,,36800,2011,654
"North Florida Community College","Madison","Certificate degree","Predominantly associate's-degree granting",26400,,28300,2011,1168
"North Georgia Technical College","Clarkesville","Certificate degree","Predominantly associate's-degree granting",21800,,23300,2011,2763
"North Hennepin Community College","Brooklyn Park","Certificate degree","Predominantly associate's-degree granting",35100,,38300,2011,6706
"North Seattle College","SEATTLE","Certificate degree","Predominantly associate's-degree granting",36600,,39200,2011,2696
"Northcentral Technical College","Wausau","Certificate degree","Predominantly associate's-degree granting",32000,,35600,2011,3597
"Minnesota School of Business-Lakeville","Lakeville","Certificate degree","Predominantly certificate-degree granting",31300,,36100,2011,228
"Mitchell's Hair Styling Academy-Raleigh","Raleigh","Certificate degree","Predominantly certificate-degree granting",21200,,24000,2011,133
"Mitchells Hairstyling Academy-Wilson","Wilson","Certificate degree","Predominantly certificate-degree granting",21200,,24000,2011,8
"Model College of Hair Design","Saint Cloud","Certificate degree","Predominantly certificate-degree granting",20000,,19800,2011,130
"Modern Beauty Academy","Oxnard","Certificate degree","Predominantly certificate-degree granting",18700,,18600,2011,62
"Modern Hairstyling Institute-Arecibo","Arecibo","Certificate degree","Predominantly certificate-degree granting",11400,,13700,2011,54
"Modern Hairstyling Institute-Bayamon","Bayamon","Certificate degree","Predominantly certificate-degree granting",16500,,17000,2011,277
"Modern Hairstyling Institute-Carolina","Carolina","Certificate degree","Predominantly certificate-degree granting",15900,,16200,2011,268
"Modern Technology School","Fountain Valley","Certificate degree","Predominantly certificate-degree granting",37000,,41900,2011,168
"Modern Welding School","Schenectady","Certificate degree","Predominantly certificate-degree granting",37500,,35300,2011,84
"Moler-Pickens Beauty Academy","Fairfield","Certificate degree","Predominantly certificate-degree granting",21000,,18900,2011,77
"Monmouth County Vocational School District","Freehold","Certificate degree","Predominantly certificate-degree granting",37500,,35500,2011,165
"Monongalia County Technical Education Center","Morgantown","Certificate degree","Predominantly certificate-degree granting",25700,,28700,2011,122
"Montebello Beauty College","Montebello","Certificate degree","Predominantly certificate-degree granting",16500,,16100,2011,126
"Montgomery Beauty School","Silver Spring","Certificate degree","Predominantly certificate-degree granting",20200,,21100,2011,171
"Moore Norman Technology Center","Norman","Certificate degree","Predominantly certificate-degree granting",28200,,30900,2011,819
"MotoRing Technical Training Institute","Seekonk","Certificate degree","Predominantly certificate-degree granting",28000,,28300,2011,221
"Mr Bela's School of Cosmetology Inc","Warren","Certificate degree","Predominantly certificate-degree granting",15100,,17800,2011,133
"Mr Bernards School of Hair Fashion Inc","Lewiston","Certificate degree","Predominantly certificate-degree granting",15600,,17400,2011,106
"Mr John's School of Cosmetology Esthetics & Nails-Decatur","Decatur","Certificate degree","Predominantly certificate-degree granting",17600,,23500,2011,73
"Mr Leon's School of Hair Design-Lewiston","Lewiston","Certificate degree","Predominantly certificate-degree granting",14300,,14100,2011,44
"Mr Leon's School of Hair Design-Moscow","Moscow","Certificate degree","Predominantly certificate-degree granting",14300,,14100,2011,33
"Mt. Diablo Adult Education-Mt. Diablo USD","Concord","Certificate degree","Predominantly certificate-degree granting",32400,,35800,2011,453
"My Le's Beauty College","Sacramento","Certificate degree","Predominantly certificate-degree granting",15100,,14000,2011,153
"Myotherapy College of Utah","Salt Lake City","Certificate degree","Predominantly certificate-degree granting",25000,,25400,2011,54
"NASCAR Technical Institute","Mooresville","Certificate degree","Predominantly certificate-degree granting",39200,,43800,2011,2004
"Nashville College of Medical Careers","Madison","Certificate degree","Predominantly certificate-degree granting",20800,,24100,2011,222
"National Academy of Beauty Arts-St Louis","Saint Louis","Certificate degree","Predominantly certificate-degree granting",20000,,22000,2011,364
"National Aviation Academy of New England","Bedford","Certificate degree","Predominantly certificate-degree granting",49900,,48500,2011,178
"National Aviation Academy of Tampa Bay","Clearwater","Certificate degree","Predominantly certificate-degree granting",38900,,47800,2011,553
"National Beauty College","Garland","Certificate degree","Predominantly certificate-degree granting",18600,,18700,2011,47
"National Career Education","Rancho Cordova","Certificate degree","Predominantly certificate-degree granting",33300,,37200,2011,392
"National Holistic Institute","Emeryville","Certificate degree","Predominantly certificate-degree granting",30000,,33900,2011,237
"National Latino Education Institute","Chicago","Certificate degree","Predominantly certificate-degree granting",25900,,26700,2011,84
"National Tractor Trailer School Inc-Buffalo","Buffalo","Certificate degree","Predominantly certificate-degree granting",32700,,34800,2011,62
"National Tractor Trailer School Inc-Liverpool","Liverpool","Certificate degree","Predominantly certificate-degree granting",32700,,34800,2011,144
"NATIONWIDE BEAUTY ACADEMY","Columbus","Certificate degree","Predominantly certificate-degree granting",21300,,22000,2011,90
"Neilson Beauty College","Dallas","Certificate degree","Predominantly certificate-degree granting",17500,,16900,2011,63
"Neosho Beauty College","Neosho","Certificate degree","Predominantly certificate-degree granting",13400,,16200,2011,48
"Nevada Career Institute","LAS VEGAS","Certificate degree","Predominantly certificate-degree granting",29200,,29300,2011,121
"Nevada Regional Technical Center","NEVADA","Certificate degree","Predominantly certificate-degree granting",27800,,25300,2011,23
"New Castle Beauty Academy","New Castle","Certificate degree","Predominantly certificate-degree granting",13500,,14900,2011,42
"NEW COMMUNITY WORKFORCE DEVELOPMENT CENTER","NEWARK","Certificate degree","Predominantly certificate-degree granting",26100,,20600,2011,273
"New England School of Photography","BOSTON","Certificate degree","Predominantly certificate-degree granting",28200,,30400,2011,92
"New England Tractor Trailer Training School of Connecticut","Somers","Certificate degree","Predominantly certificate-degree granting",36900,,35100,2011,423
"New Professions Technical Institute","Miami","Certificate degree","Predominantly certificate-degree granting",24100,,21700,2011,382
"New Tyler Barber College Inc","North Little Rock","Certificate degree","Predominantly certificate-degree granting",13800,,15900,2011,86
"New York Automotive and Diesel Institute","Jamaica","Certificate degree","Predominantly certificate-degree granting",33200,,38500,2011,479
"New York Conservatory for Dramatic Arts","NEW YORK","Certificate degree","Predominantly certificate-degree granting",25100,,28700,2011,304
"NEW YORK INSTITUTE OF ENGLISH AND BUSINESS","NEW YORK","Certificate degree","Predominantly certificate-degree granting",26900,,27900,2011,572
"New York Institute of Massage Inc","Williamsville","Certificate degree","Predominantly certificate-degree granting",26300,,25400,2011,120
"New York School for Medical and Dental Assistants","Long Island City","Certificate degree","Predominantly certificate-degree granting",27400,,31800,2011,410
"NEWBERRY SCHOOL OF BEAUTY","Granada Hills","Certificate degree","Predominantly certificate-degree granting",26900,,28500,2011,198
"Newbridge College-Long Beach","Long Beach","Certificate degree","Predominantly certificate-degree granting",33700,,36100,2011,221
"Newbridge College-San Diego East","El Cajon","Certificate degree","Predominantly certificate-degree granting",23600,,24200,2011,243
"Newbridge College-Santa Ana","SANTA ANA","Certificate degree","Predominantly certificate-degree granting",33700,,36100,2011,183
"NICHOLS CAREER CENTER","JEFFERSON CITY","Certificate degree","Predominantly certificate-degree granting",37000,,31400,2011,65
"North Adrian's College of Beauty Inc","Modesto","Certificate degree","Predominantly certificate-degree granting",19600,,19900,2011,468
"North American Trade Schools","Baltimore","Certificate degree","Predominantly certificate-degree granting",36000,,33600,2011,682
"North Bennet Street School","BOSTON","Certificate degree","Predominantly certificate-degree granting",38800,,36000,2011,146
"North-West College-Glendale","Glendale","Certificate degree","Predominantly certificate-degree granting",25700,,26400,2011,91
"North-West College-Pasadena","PASADENA","Certificate degree","Predominantly certificate-degree granting",23400,,26700,2011,123
"North-West College-Pomona","Pomona","Certificate degree","Predominantly certificate-degree granting",25300,,22100,2011,105
"North-West College-Riverside","Riverside","Certificate degree","Predominantly certificate-degree granting",25300,,22100,2011,137
"North-West College-West Covina","West Covina","Certificate degree","Predominantly certificate-degree granting",25700,,26400,2011,288
"Minnesota State College-SE Technical-Red Wing","Red Wing","Non-degree-granting","Not classified",30500,,33300,2011,
"Montpelier Center - Closed July 2013","Montpelier","Non-degree-granting","Not classified",53700,,50700,2011,
"Mount Saint Mary's University - Doheny Campus","Los Angeles","Non-degree-granting","Not classified",55900,,57100,2011,
"New England Center","Brattleboro","Non-degree-granting","Not classified",53700,,50700,2011,
"New England Law-Boston","BOSTON","Graduate degree","Entirely graduate-degree granting",67400,,73500,2011,
"New York Institute of Technology","NEW YORK","Non-degree-granting","Not classified",52200,,53300,2011,
"New York Law School","NEW YORK","Graduate degree","Entirely graduate-degree granting",98400,,85000,2011,
"New York Medical College","Valhalla","Graduate degree","Entirely graduate-degree granting",123800,,144400,2011,
"NORTHAMPTON COUNTY AREA COMMUNITY COLLEGE-MONROE","TANNERSVILLE","Non-degree-granting","Not classified",30700,,34900,2011,
"Missouri Southern State University","Joplin","Bachelor's degree","Predominantly bachelor's-degree granting",30900,,34500,2011,5360
"Missouri Valley College","Marshall","Bachelor's degree","Predominantly bachelor's-degree granting",30900,,35800,2011,1478
"Mitchell College","New London","Bachelor's degree","Predominantly bachelor's-degree granting",27700,,33400,2011,916
"Monmouth College","Monmouth","Bachelor's degree","Predominantly bachelor's-degree granting",36100,,40700,2011,1349
"Montserrat College of Art","Beverly","Bachelor's degree","Predominantly bachelor's-degree granting",25400,,26500,2011,357
"Morehouse College","Atlanta","Bachelor's degree","Predominantly bachelor's-degree granting",38000,,45100,2011,2569
"Morris College","Sumter","Bachelor's degree","Predominantly bachelor's-degree granting",20800,,24500,2011,1048
"Mount Ida College","Newton","Bachelor's degree","Predominantly bachelor's-degree granting",34700,,36500,2011,1449
"Mt Sierra College","Monrovia","Bachelor's degree","Predominantly bachelor's-degree granting",41400,,48400,2011,535
"Muhlenberg College","Allentown","Bachelor's degree","Predominantly bachelor's-degree granting",49000,,59500,2011,2405
"National American University-Albuquerque","ALBUQUERQUE","Bachelor's degree","Predominantly bachelor's-degree granting",36200,,41600,2011,569
"National American University-Albuquerque West","ALBUQUERQUE","Bachelor's degree","Predominantly bachelor's-degree granting",36200,,41600,2011,282
"National American University-Austin","AUSTIN","Bachelor's degree","Predominantly bachelor's-degree granting",36200,,41600,2011,298
"National American University-Brooklyn Center","Brooklyn Center","Bachelor's degree","Predominantly bachelor's-degree granting",36200,,41600,2011,803
"National American University-Colorado Springs","Colorado Springs","Bachelor's degree","Predominantly bachelor's-degree granting",36200,,41600,2011,403
"National American University-Ellsworth AFB Extension","Ellsworth Air Force Base","Bachelor's degree","Predominantly bachelor's-degree granting",36200,,41600,2011,182
"National American University-Independence","Independence","Bachelor's degree","Predominantly bachelor's-degree granting",36200,,41600,2011,957
"National American University-Wichita","Wichita","Bachelor's degree","Predominantly bachelor's-degree granting",36200,,41600,2011,465
"NAZARENE BIBLE COLLEGE","Colorado Springs","Bachelor's degree","Predominantly bachelor's-degree granting",31800,,36500,2011,949
"Nebraska Christian College","Papillion","Bachelor's degree","Predominantly bachelor's-degree granting",27100,,29000,2011,132
"New England School of Communications","Bangor","Bachelor's degree","Predominantly bachelor's-degree granting",27100,,26600,2011,509
"New Hope Christian College-Eugene","Eugene","Bachelor's degree","Predominantly bachelor's-degree granting",23600,,20900,2011,122
"Newberry College","Newberry","Bachelor's degree","Predominantly bachelor's-degree granting",29000,,34000,2011,1148
"Newbury College","Brookline","Bachelor's degree","Predominantly bachelor's-degree granting",32800,,37100,2011,1010
"North Carolina Wesleyan College","Rocky Mount","Bachelor's degree","Predominantly bachelor's-degree granting",37800,,38200,2011,1452
"North Central University","Minneapolis","Bachelor's degree","Predominantly bachelor's-degree granting",28700,,31500,2011,1204
"Minnesota State University Moorhead","Moorhead","Bachelor's degree","Entirely graduate-degree granting",35000,,38500,2011,6579
"Minnesota State University-Mankato","Mankato","Bachelor's degree","Entirely graduate-degree granting",39000,,43200,2011,12661
"Minot State University","Minot","Bachelor's degree","Entirely graduate-degree granting",35100,,37900,2011,3068
"Misericordia University","Dallas","Bachelor's degree","Entirely graduate-degree granting",47800,,49400,2011,2342
"Mississippi College","Clinton","Bachelor's degree","Entirely graduate-degree granting",37700,,43100,2011,3098
"Mississippi State University","Mississippi State","Bachelor's degree","Entirely graduate-degree granting",40200,,44700,2011,15543
"Mississippi University for Women","Columbus","Bachelor's degree","Entirely graduate-degree granting",35700,,39700,2011,2202
"Mississippi Valley State University","Itta Bena","Bachelor's degree","Entirely graduate-degree granting",23700,,25600,2011,2161
"Missouri Baptist University","Saint Louis","Bachelor's degree","Entirely graduate-degree granting",32800,,34800,2011,1648
"Missouri State University-Springfield","Springfield","Bachelor's degree","Entirely graduate-degree granting",35000,,39800,2011,15164
"Missouri University of Science and Technology","Rolla","Bachelor's degree","Entirely graduate-degree granting",56900,,61700,2011,5457
"Missouri Western State University","Saint Joseph","Bachelor's degree","Entirely graduate-degree granting",31400,,34600,2011,5451
"Molloy College","Rockville Centre","Bachelor's degree","Entirely graduate-degree granting",56200,,59800,2011,3117
"Monmouth University","West Long Branch","Bachelor's degree","Entirely graduate-degree granting",44400,,50700,2011,4603
"Monroe College-New Rochelle","New Rochelle","Bachelor's degree","Entirely graduate-degree granting",29000,,31000,2011,1938
"Montana State University","Bozeman","Bachelor's degree","Entirely graduate-degree granting",37300,,42300,2011,11349
"Montana State University-Billings","Billings","Bachelor's degree","Entirely graduate-degree granting",32500,,35200,2011,3199
"Montana State University-Northern","Havre","Bachelor's degree","Entirely graduate-degree granting",35400,,37500,2011,1215
"Montana Tech of the University of Montana","Butte","Bachelor's degree","Entirely graduate-degree granting",42700,,48800,2011,1930
"Montclair State University","Montclair","Bachelor's degree","Entirely graduate-degree granting",41900,,48900,2011,14040
"Montreat College","Montreat","Bachelor's degree","Entirely graduate-degree granting",37300,,45300,2011,810
"Moore College of Art and Design","Philadelphia","Bachelor's degree","Entirely graduate-degree granting",32100,,32100,2011,499
"Moravian College","Bethlehem","Bachelor's degree","Entirely graduate-degree granting",42400,,50100,2011,1598
"Morehead State University","Morehead","Bachelor's degree","Entirely graduate-degree granting",29000,,33200,2011,6617
"Morgan State University","Baltimore","Bachelor's degree","Entirely graduate-degree granting",33500,,41900,2011,6551
"Morningside College","Sioux City","Bachelor's degree","Entirely graduate-degree granting",36400,,37400,2011,1231
"Morrison University","Reno","Bachelor's degree","Entirely graduate-degree granting",34800,,47400,2011,247
"Mount Aloysius College","Cresson","Bachelor's degree","Entirely graduate-degree granting",37300,,39700,2011,1535
"Mount Carmel College of Nursing","Columbus","Bachelor's degree","Entirely graduate-degree granting",53100,,55600,2011,746
"Mount Holyoke College","South Hadley","Bachelor's degree","Entirely graduate-degree granting",38000,,45400,2011,2285
"Mount Marty College","Yankton","Bachelor's degree","Entirely graduate-degree granting",33700,,35300,2011,876
"Mount Mary University","Milwaukee","Bachelor's degree","Entirely graduate-degree granting",38800,,39400,2011,1250
"Mount Mercy University","Cedar Rapids","Bachelor's degree","Entirely graduate-degree granting",41000,,44200,2011,1423
"Mount Saint Joseph University","Cincinnati","Bachelor's degree","Entirely graduate-degree granting",38800,,41100,2011,1962
"Mount Saint Mary College","Newburgh","Bachelor's degree","Entirely graduate-degree granting",44100,,48700,2011,2254
"Mount Saint Mary's University","Los Angeles","Bachelor's degree","Entirely graduate-degree granting",55900,,57100,2011,2276
"Mount St Mary's University","Emmitsburg","Bachelor's degree","Entirely graduate-degree granting",46100,,53300,2011,1604
"Mount Vernon Nazarene University","Mount Vernon","Bachelor's degree","Entirely graduate-degree granting",40200,,42400,2011,1835
"Mountain State University","Beckley","Bachelor's degree","Entirely graduate-degree granting",42100,,43000,2011,4756
"Multnomah University","Portland","Bachelor's degree","Entirely graduate-degree granting",28800,,32400,2011,634
"Murray State University","Murray","Bachelor's degree","Entirely graduate-degree granting",33200,,37300,2011,7548
"Muskingum University","New Concord","Bachelor's degree","Entirely graduate-degree granting",32700,,39500,2011,1679
"Naropa University","Boulder","Bachelor's degree","Entirely graduate-degree granting",22400,,25200,2011,445
"National American University-Rapid City","Rapid City","Bachelor's degree","Entirely graduate-degree granting",36200,,41600,2011,1771
"National Louis University","Chicago","Bachelor's degree","Entirely graduate-degree granting",45800,,50000,2011,1437
"National University","La Jolla","Bachelor's degree","Entirely graduate-degree granting",53800,,55400,2011,6518
"Nazareth College","Rochester","Bachelor's degree","Entirely graduate-degree granting",39200,,44100,2011,2175
"Nebraska Methodist College of Nursing & Allied Health","Omaha","Bachelor's degree","Entirely graduate-degree granting",44600,,46000,2011,656
"Nebraska Wesleyan University","Lincoln","Bachelor's degree","Entirely graduate-degree granting",40700,,47400,2011,1848
"Neumann University","Aston","Bachelor's degree","Entirely graduate-degree granting",38300,,43100,2011,2518
"Neumont University","Salt Lake City","Bachelor's degree","Entirely graduate-degree granting",46100,,31700,2011,284
"New England College","Henniker","Bachelor's degree","Entirely graduate-degree granting",33500,,36100,2011,971
"New England College of Optometry","BOSTON","Bachelor's degree","Entirely graduate-degree granting",83000,,82300,2011,
"New Jersey City University","Jersey City","Bachelor's degree","Entirely graduate-degree granting",39600,,43000,2011,6552
"New Jersey Institute of Technology","NEWARK","Bachelor's degree","Entirely graduate-degree granting",55600,,63100,2011,5699
"New Mexico Highlands University","LAS VEGAS","Bachelor's degree","Entirely graduate-degree granting",32200,,35700,2011,2104
"New Mexico Institute of Mining and Technology","Socorro","Bachelor's degree","Entirely graduate-degree granting",49700,,56300,2011,1262
"New Mexico State University-Main Campus","Las Cruces","Bachelor's degree","Entirely graduate-degree granting",33400,,37100,2011,14651
"New York Institute of Technology","Old Westbury","Bachelor's degree","Entirely graduate-degree granting",52200,,53300,2011,5023
"New York University","NEW YORK","Bachelor's degree","Entirely graduate-degree granting",59300,,70400,2011,21646
"Newman University","Wichita","Bachelor's degree","Entirely graduate-degree granting",41300,,43700,2011,1236
"Niagara University","Niagara University","Bachelor's degree","Entirely graduate-degree granting",37600,,44400,2011,3267
"Nicholls State University","Thibodaux","Bachelor's degree","Entirely graduate-degree granting",35100,,39200,2011,6126
"Nichols College","Dudley","Bachelor's degree","Entirely graduate-degree granting",41700,,48100,2011,1267
"Norfolk State University","Norfolk","Bachelor's degree","Entirely graduate-degree granting",32300,,36300,2011,6075
"North Carolina A & T State University","Greensboro","Bachelor's degree","Entirely graduate-degree granting",32100,,37200,2011,8842
"North Carolina Central University","Durham","Bachelor's degree","Entirely graduate-degree granting",31000,,34100,2011,6007
"North Carolina State University at Raleigh","Raleigh","Bachelor's degree","Entirely graduate-degree granting",46400,,52300,2011,23500
"North Central College","Naperville","Bachelor's degree","Entirely graduate-degree granting",39900,,46500,2011,2506
"North Dakota State University-Main Campus","Fargo","Bachelor's degree","Entirely graduate-degree granting",45000,,50200,2011,11630
"NORTH GEORGIA COLLEGE & STATE UNIVERSITY","DAHLONEGA","Bachelor's degree","Entirely graduate-degree granting",37800,,42200,2011,5326
"North Greenville University","Tigerville","Bachelor's degree","Entirely graduate-degree granting",26700,,31400,2011,1988
"North Park University","Chicago","Bachelor's degree","Entirely graduate-degree granting",38800,,42200,2011,2162
"Minnesota State University Moorhead","Moorhead","Bachelor's degree","Entirely graduate-degree granting",36800,,,2005,7051
"Minnesota State University-Mankato","Mankato","Bachelor's degree","Entirely graduate-degree granting",41800,,,2005,12143
"Minot State University","Minot","Bachelor's degree","Entirely graduate-degree granting",34400,,,2005,3576
"Misericordia University","Dallas","Bachelor's degree","Entirely graduate-degree granting",48200,,,2005,1861
"Mississippi College","Clinton","Bachelor's degree","Entirely graduate-degree granting",39300,,,2005,2410
"Mississippi State University","Mississippi State","Bachelor's degree","Entirely graduate-degree granting",40100,,,2005,12495
"Mississippi University for Women","Columbus","Bachelor's degree","Entirely graduate-degree granting",34200,,,2005,2063
"Mississippi Valley State University","Itta Bena","Bachelor's degree","Entirely graduate-degree granting",25400,,,2005,2925
"Missouri Baptist University","Saint Louis","Bachelor's degree","Entirely graduate-degree granting",33900,,,2005,1401
"Missouri State University-Springfield","Springfield","Bachelor's degree","Entirely graduate-degree granting",37200,,,2005,14565
"Missouri University of Science and Technology","Rolla","Bachelor's degree","Entirely graduate-degree granting",54700,,,2005,4018
"Molloy College","Rockville Centre","Bachelor's degree","Entirely graduate-degree granting",54100,,,2005,2445
"Monmouth University","West Long Branch","Bachelor's degree","Entirely graduate-degree granting",45700,,,2005,4501
"Montana State University","Bozeman","Bachelor's degree","Entirely graduate-degree granting",37700,,,2005,10501
"Montana State University-Billings","Billings","Bachelor's degree","Entirely graduate-degree granting",32000,,,2005,3287
"Montana State University-Northern","Havre","Bachelor's degree","Entirely graduate-degree granting",32900,,,2005,1282
"Montana Tech of the University of Montana","Butte","Bachelor's degree","Entirely graduate-degree granting",41800,,,2005,1610
"Montclair State University","Montclair","Bachelor's degree","Entirely graduate-degree granting",43900,,,2005,11624
"Montreat College","Montreat","Bachelor's degree","Entirely graduate-degree granting",48200,,,2005,928
"Montserrat College of Art","Beverly","Bachelor's degree","Entirely graduate-degree granting",26900,,,2005,332
"Moravian College","Bethlehem","Bachelor's degree","Entirely graduate-degree granting",44200,,,2005,1632
"Morehead State University","Morehead","Bachelor's degree","Entirely graduate-degree granting",31800,,,2005,7262
"Morgan State University","Baltimore","Bachelor's degree","Entirely graduate-degree granting",37600,,,2005,6191
"Morningside College","Sioux City","Bachelor's degree","Entirely graduate-degree granting",39300,,,2005,983
"Mount Marty College","Yankton","Bachelor's degree","Entirely graduate-degree granting",32800,,,2005,906
